lon,lat,Num_Cases,Address
-0.140033817392606,51.513268272595568,1,29 Kingly Street
-0.1398745962866,51.511226470328388,3,27 Heddon Street
-0.139916819721959,51.511274586325534,1,31 Heddon Street
-0.139587436610826,51.513537573943715,2,18 Fouberts Place
-0.139681937115984,51.5129940085274,1,18 Kingly Street
-0.139587436610826,51.513537573943715,2,18 Fouberts Place
-0.139478996683987,51.515000722491905,1,1 Ramillies Place
-0.139344201368187,51.514097289573044,1,34 Carnaby Street
-0.139205889024188,51.512939958711591,1,24 Ganton Street
-0.13942101231898,51.51077354357669,1,1 Heddon Street
-0.139186105765262,51.51345590210687,1,33 Carnaby Street
-0.139205889024188,51.512939958711591,1,24 Ganton Street
-0.139319993238871,51.513675696867082,1,31 Carnaby Street
-0.139273610541439,51.512908482192792,1,1 Ganton Street
-0.139256736444926,51.512846654155965,2,23 Ganton Street
-0.139113287762435,51.513486756808582,1,29 Carnaby Street
-0.139085981362079,51.513001333671191,1,1 Ganton Street
-0.139161576611661,51.512895491716584,8,1 Kingly Court
-0.138967695983084,51.513241640666251,1,41 Carnaby Street
-0.139020901214451,51.513358185994242,2,4 Marlbrough Court
-0.139028954361123,51.512959547773839,2,13 Ganton Street
-0.138887122331153,51.513029279995109,1,1 Ganton Street
-0.138971851269928,51.513312648110343,1,2 Marlbrough Court
-0.138975241791897,51.513572041735621,1,1 Lowndes Court
-0.138812054853608,51.513749348000246,3,10 Newburgh Street
-0.1387887266467,51.513614378670084,1,13 Newburgh Street
-0.138812054853608,51.513749348000246,1,10 Newburgh Street
-0.138669172390474,51.513602536212339,1,7 Newburgh Street
-0.138564957230045,51.513171652682288,1,1 Ganton Street
-0.138449817797943,51.513296729025377,1,10 Ganton Street
-0.138394086614547,51.51269809835842,1,48 Carnaby Street
-0.138563304331448,51.513504476251086,1,2 Newburgh Street
-0.138601611800422,51.512382628147954,1,1 Kingly Court
-0.138564957230045,51.513171652682288,3,1 Ganton Street
-0.138320471195743,51.51272820995996,1,10 Carnaby Street
-0.138564957230045,51.513171652682288,1,1 Ganton Street
-0.138171277686232,51.513329111176169,1,1 Ganton Street
-0.138281655637221,51.513354614512785,2,6 Ganton Street
-0.138564957230045,51.513171652682288,4,1 Ganton Street
-0.138205453708496,51.513665441238764,1,35 Marshall Street
-0.13823532199217,51.513830747819661,1,18 Marshall Street
-0.138171277686232,51.513329111176169,3,1 Ganton Street
-0.138205453708496,51.513665441238764,2,35 Marshall Street
-0.137965766879141,51.512927029476089,2,70 Broadwick Street
-0.138143790319532,51.513400361538665,1,4 Ganton Street
-0.137965766879141,51.512927029476089,1,70 Broadwick Street
-0.138151525668931,51.51246799236857,1,50 Carnaby Street
-0.138171277686232,51.513329111176169,2,1 Ganton Street
-0.138089621521549,51.513641989366299,2,16 Marshall Street
-0.138023327774542,51.513429491050374,1,37 Marshall Street
-0.138022173578489,51.511905649964454,1,1 Upper John Street
-0.138083019392778,51.512402249298631,1,51 Carnaby Street
-0.138009080643414,51.512432050602285,1,1 Carnaby Street
-0.137950143356602,51.513331996484304,2,1 Marshall Street
-0.138009080643414,51.512432050602285,1,1 Carnaby Street
-0.137943920849703,51.513453229811873,4,14 Marshall Street
-0.137810465704737,51.514713302761287,3,5 Great Marlborough Street
-0.138009080643414,51.512432050602285,4,1 Carnaby Street
-0.137694839359688,51.515599389068647,1,40 Poland Street
-0.137809483355143,51.513143792442875,1,1 Marshall Street
-0.137928350003505,51.513432887813586,3,10 Marshall Street
-0.137812164715689,51.51327731884502,2,11 Marshall Street
-0.137809483355143,51.513143792442875,4,1 Marshall Street
-0.137812164715689,51.51327731884502,1,11 Marshall Street
-0.137743109924162,51.513057274218532,2,68 Broadwick Street
-0.137885343483367,51.512279505515274,1,37 Beak Street
-0.137729616127845,51.51316692439832,1,7 Marshall Street
-0.13768599893817,51.514746871768118,2,4 Great Marlborough Street
-0.137729616127845,51.51316692439832,4,7 Marshall Street
-0.137787717637097,51.511756564135673,2,33 Golden Square
